Movie Name,Genre,Year,Directed By,Cast,Poster,Thumbnail,Video Link 1,Video Link 2
One Too Many (1916),Comedy,1916,Will Louis,"Oliver Hardy - Plump, Billy Ruge - Runt, Billy Bletcher - Unhappy Boarder, Edna Reynolds - Newlywed",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/09/one-too-many-1916.png,https://archive.org/download/OneTooMany/one_too_many.gif,https://archive.org/download/OneTooMany/one_too_many.ogv,https://archive.org/download/OneTooMany/one_too_many_512kb.mp4
The Kid Sister (1945),"Comedy, Drama",1945,Sam Newfield,"Roger Pryor - J. Waldo Barnes, Judy Clark - Joan Hollingsworth, Frank Jenks - Burglar, Constance Worth - Ethel Hollingsworth, Tom Dugan - Michael, Richard Byron - Tommy, Minerva Urecal - Mrs. Wiggins, Ruth Robinson - Mrs. Hollingsworth, Peggy Wynne - Martha",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/02/the-kid-sister-1945.jpg,https://archive.org/download/Kid_Sister_1945/Kid_Sister_1945.gif,https://archive.org/download/Kid_Sister_1945/Kid_Sister_1945.ogv,https://archive.org/download/Kid_Sister_1945/Kid_Sister_1945_512kb.mp4
Randy Rides Alone (1934),Western,1934,Harry L. Fraser,"John Wayne - Randy Bowers, Alberta Vaughn - Sally Rogers, George ""Gabby"" Hayes - Marvin Black, Yakima Canutt - Henchman Spike, Earl Dwire - Sheriff, Artie Ortego - Deputy Al, Tex Phelps - Deputy",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2016/03/Randy_Rides_Alone_1934.jpg,http://archive.org/download/RandyRidesAlone1934/RandyRidesAlone1934.gif,http://archive.org/download/RandyRidesAlone1934/RandyRidesAlone1934.ogv,http://archive.org/download/RandyRidesAlone1934/RandyRidesAlone1934_512kb.mp4
Behave Yourself (1951),Comedy,1951,George Beck,"Farley Granger - William Calhoun 'Bill' Denny, Shelley Winters - Kate Denny, William Demarest - Officer O'Ryan, Francis L. Sullivan - Fat Freddy, Margalo Gillmore - Mother, Lon Chaney Jr. - Pinky, Hans Conried - Gillie the Blade, Elisha Cook Jr. - Albert Jonas, Glenn Anders - Pete the Pusher, Allen Jenkins - Plainclothesman, Sheldon Leonard - Shortwave Bert, Marvin Kaplan - Max the Umbrella, Archie - Himself, Henry Corden - Numi",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2016/03/Behave_Yourself_1951.jpg,http://archive.org/download/behave_yourself_ipod/behave_yourself.gif,http://archive.org/download/behave_yourself_ipod/behave_yourself.ogv,http://archive.org/download/behave_yourself_ipod/behave_yourself.mp4
Young Buffalo Bill (1940),Western,1940,Joseph Kane,"Roy Rogers - Bill Cody, George Hayes - Gabby Whittaker, Pauline Moore - Tonia Regas, Hugh Sothern - Don Regas, Chief Thundercloud - Akuna, Julian Rivero - Pancho, Trevor Bardette - Emelio Montez, Steve Pendleton - Jerry Calhoun, Wade Boteler - Colonel Joseph Calhoun, Anna Demetrio - Elena, Estelita Zarco - Dolores",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/06/young-buffalo-bill-1940.jpg,https://archive.org/download/YoungBuffaloBill/YoungBuffaloBill.gif,https://archive.org/download/YoungBuffaloBill/YoungBuffaloBill.ogv,https://archive.org/download/YoungBuffaloBill/YoungBuffaloBill_512kb.mp4
The Panther’s Claw (1942),Mystery,1942,William Beaudine,"Sidney Blackmer - Police Commissioner Thatcher Colt, Rick Vallin - Anthony 'Tony' Abbot, Byron Foulger - Everett P. Digberry, Herbert Rawlinson - District Attorney Bill Dougherty, Lynn Starr - Miss Spencer, Barry Bernard - Edgar Walters, Gerta Rozan - Nina Politza, Thornton Edwards - Enrico Lombardi, John Ince - Police Captain Mike Flynn, Martin Ashe - Officer Murphy, Walter James - Police Captain Tim Henry, Frank Darien - Samuel Wilkins, Joseph DeVillard - Antonio Spagucci, Jack Van - Giuseppe Bartarelli, Willy Castello - John Martin George, Harry Clark - Officer Lou Levinsky, Lew Leroy - Apartment Manager, Billy Mitchell - Nicodemus J. Brown, Florence O'Brien - Petunia, Harte Wayne - Coroner, Pat McKee - Joe Morgan, Casey MacGregor - Officer Flanagan, Billy Snyder - Hotel Manager",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2017/04/The Panther’s Claw.jpg,https://archive.org/download/panthers_claw/panthers_claw.gif,https://archive.org/download/panthers_claw/panthers_claw.ogv,https://archive.org/download/panthers_claw/panthers_claw_512kb.mp4
Little Men (1940),"Comedy, Drama",1940,Norman Z. McLeod,"Kay Francis - Jo March, Jack Oakie - Willie the Fox, George Bancroft - Major Burdle, Jimmy Lydon - Dan, Ann Gillis - Nan, Carl Esmond - Professor Bhaer, Richard Nichols - Teddy, Casey Johnson - Robby, Francesca Santoro - Bess, Johnny Burke - Silas, Lillian Randolph - Asia, Sammy McKim - Tommy, Edward Rice - Demi, Anne Howard - Daisy, Jimmy Zahner - Jack",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/07/little-men-1940.jpg,https://archive.org/download/little_men/little_men.gif,https://archive.org/download/little_men/little_men.ogv,https://archive.org/download/little_men/little_men_512kb.mp4
The Amazing Adventure (1936),"Comedy, Drama, Romance",1936,Alfred Zeisler,"Cary Grant – Ernest Bliss, Mary Brian – Frances Clayton, Peter Gawthorne – Sir James Alroyd, Henry Kendall – Lord Honiton, Leon M. Lion – Dorrington, John Turnbull – Masters, Arthur Hardy – Crawley, Iris Ashley – Clare, Garry Marsh – The Buyer, Andreas Malandrinos – Guiseppi, Alfred Wellesley – Montague",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2010/10/the-amazing-adventure-1936.jpg,https://www.archive.org/download/amazing_adventure/amazing_adventuarchive.gif,https://www.archive.org/download/amazing_adventure/amazing_adventuarchive.ogv,https://www.archive.org/download/amazing_adventure/amazing_adventuarchive_512kb.mp4
Eternally Yours (1939),"Comedy, Drama, Romance",1939,Tay Garnett,"Loretta Young - Anita Halstead, David Niven - Tony aka The Great Arturo, Hugh Herbert - Benton, Billie Burke - Aunt Abby, C. Aubrey Smith - Gramps aka Bishop Peabody, Raymond Walburn - Mr. Harley Bingham, Zasu Pitts - Mrs. Cary Bingham, Broderick Crawford - Don Burns, Virginia Field - Lola De Vere, Eve Arden - Gloria, Ralph Graves - Mr. Morrisey, Lionel Pape - Mr. Howard, Fred Keating - Master of Ceremonies",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/04/eternally-yours-1939.jpg,https://archive.org/download/EternallyYours/Eternally_Yours.gif,https://archive.org/download/EternallyYours/Eternally_Yours.ogv,https://archive.org/download/EternallyYours/Eternally_Yours_512kb.mp4
Bulldog Drummond’s Secret Police (1939),"Mystery, Thriller",1939,James Patrick Hogan,"John Howard - Bulldog Drummond, Heather Angel - Phyllis Clavering, H.B. Warner - Col. Nielson, Reginald Denny - Algy, E.E. Clive - Tenny, Elizabeth Patterson - Aunt Blanche, Leo G. Carroll - Henry Seaton, Forrester Harvey - Prof. Downie, Clyde Cook - Constable Hawkins",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2010/10/secret-police-1939.jpg,https://www.archive.org/download/BulldogDrummondSecretPolice1939/BulldogDrummondSecretPolice1939.gif,https://www.archive.org/download/BulldogDrummondSecretPolice1939/BulldogDrummondSecretPolice1939.ogv,https://www.archive.org/download/BulldogDrummondSecretPolice1939/BulldogDrummondSecretPolice1939_512kb.mp4
Airborne (1962),Drama,1962,James Landis,"Bobby Diamond - Pvt. Eddie Slocum, Carolyn Byrd - Jenny May, Robert Christian - Pvt. Rocky Layman, Mike Angel - Pvt. Mouse Talliaferro, Bill Hale - Sgt. Benner, Whitey Hughes - Sgt. White, James Maydock - Pvt. Barnowski, George Marlowe - Pvt. Erski, Keith Babcock - Pvt. Gordblitz, Barbara Markham - Bertha",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/04/Airborne-1962.jpg,https://archive.org/download/airborne/airborne.gif,https://archive.org/download/airborne/airborne.ogv,https://archive.org/download/airborne/airborne_512kb.mp4
Lost in the Stratosphere (1934),"Comedy, Drama",1934,Melville W. Brown,"William Cagney - Lt. Tom 'Soapy' Cooper, Edward J. Nugent - Lt. Richard 'Woody' Wood, June Collyer - Evelyn Worthington, Edmund Breese - Col. Brooks, John Mack - Sgt. Baker, Russ Clark - Sgt. Enfield, Matt McHugh - Matt O'Toole, June Gittelson - Gretchen, Lona Andre - Sophie, Hattie McDaniel - Ida Johnson",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/03/lost-in-the-stratosphere-1934.jpg,https://archive.org/download/lost_in_the_stratosphere/lost_in_the_stratosphere.gif,https://archive.org/download/lost_in_the_stratosphere/lost_in_the_stratosphere.ogv,https://archive.org/download/lost_in_the_stratosphere/lost_in_the_stratosphere_512kb.mp4
The Outlaw (1943),"Comedy, Drama, Romance, Western",1943,Howard Hughes,"Jack Buetel - Billy the Kid, Jane Russell - Rio McDonald, Thomas Mitchell - Pat Garrett, Walter Huston - Doc Holliday, Mimi Aguglia - Guadalupe, Joe Sawyer - Charley",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/07/the-outlaw-1943.jpg,https://archive.org/download/the_outlaw/the_outlaw.gif,https://archive.org/download/the_outlaw/the_outlaw.ogv,https://archive.org/download/the_outlaw/the_outlaw.mp4
Billy the Kid in Texas (1940),"Comedy, Western",1940,Sam Newfield,"Al St. John - Fuzzy, Bob Steele - Billy the Kid, Carleton Young - Gil Bonney, Charles King - Dave, Frank LaRue - Jim Morgan, John Merton - Flash, Slim Whitaker - Windy, Terry Walker - Mary Barton",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/09/billy-the-kid-in-texas-1940.jpg,https://www.archive.org/download/BobSteeleBillyTheKidInTexas1940-PrcStudio/BobSteele-BillyTheKidInTexas1940.gif,https://www.archive.org/download/BobSteeleBillyTheKidInTexas1940-PrcStudio/BobSteele-BillyTheKidInTexas1940.ogv,https://www.archive.org/download/BobSteeleBillyTheKidInTexas1940-PrcStudio/BobSteele-BillyTheKidInTexas1940_512kb.mp4
Whistle Stop (1946),Drama,1946,Leonide Moguy,"George Raft - Kenny Veech, Ava Gardner - Mary, Victor McLaglen - Gitlo, Tom Conway - Lew Lentz, Jorja Curtright - Fran, Jane Nigh - Josie Veech, Florence Bates - Molly Veech, Charles Drake - Ernie",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/07/Whistle_stop_1946.jpg,https://archive.org/download/Whistle_Stop/Whistle_Stop.gif,https://archive.org/download/Whistle_Stop/Whistle_Stop.ogv,https://archive.org/download/Whistle_Stop/Whistle_Stop_512kb.mp4
The Private Life of Henry VIII (1933),"Comedy, Drama",1933,Alexander Korda,"Charles Laughton - Henry VIII, Merle Oberon - Anne Boleyn, Wendy Barrie - Jane Seymour, Elsa Lanchester - Anne of Cleves, Binnie Barnes - Catherine Howard, Robert Donat - Thomas Culpeper, Franklin Dyall - Thomas Cromwell, Miles Mander - Wriothesley, Laurence Hanray - Archbishop Thomas Cranmer, William Austin - The Duke of Cleves, John Loder - Thomas Peynell, Everley Gregg - Catherine Parr",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/06/the-private-life-of-henry-viii-1933.jpg,https://www.archive.org/download/ThePrivateLifeofHenryVIII./ThePrivateLifeofHenryVIII..gif,https://www.archive.org/download/ThePrivateLifeofHenryVIII./ThePrivateLifeofHenryVIII..ogv,https://www.archive.org/download/ThePrivateLifeofHenryVIII./ThePrivateLifeofHenryVIII._512kb.mp4
Mysterious Mr. Wong (1934),"Horror, Mystery",1934,William Nigh,"Bela Lugosi - Mr. Fu Wong / Lai See, Wallace Ford - Jason H. Barton, Arline Judge - Peg, E. Alyn Warren - Philip Tsang, Lotus Long - Moonflower, Robert Emmett O'Connor - Officer McGillicuddy, Chester Gan - Tung aka ""Hi Strung"", Edward Peil Sr. - Jen Yu - Wong Henchman, Luke Chan - Professor Chan Fu, Lee Shumway - Editor Steve Brandon, Etta Lee - Lu San, Ernest F. Young - Reporter Chuck Roberts",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/09/The_Mysterious_Mr_Wong-1934.jpg,https://archive.org/download/mysterious_mr_wong/mysterious_mr_wong.gif,https://archive.org/download/mysterious_mr_wong/mysterious_mr_wong.ogv,https://archive.org/download/mysterious_mr_wong/mysterious_mr_wong.mp4
Murder At The Baskervilles (1937),Mystery,1937,Thomas Bentley,"Arthur Wontner - Sherlock Holmes, Ian Fleming - Dr. Watson, Lyn Harding - Professor Moriarty, John Turnbull - Inspector Lestrade, Lawrence Grossmith - Sir Henry Baskerville, Judy Gunn - Diana Baskerville, Robert Horton - Col. Ross, Arthur Goullet - Col. Sebastian Moran, Arthur Macrae - Jack Trevor",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/10/murder-at-the-baskervilles-1937.jpg,https://archive.org/download/MurderAtTheBaskervilles720p1937/MurderAtBaskervilles720p.gif,https://archive.org/download/MurderAtTheBaskervilles720p1937/MurderAtBaskervilles720p.ogv,https://archive.org/download/MurderAtTheBaskervilles720p1937/MurderAtBaskervilles720p.mp4
"No, No, Nanette (1940)","Drama, Music, Romance",1940,Herbert Wilcox,"Anna Neagle - Nanette, Richard Carlson - Tom Gillespie, Victor Mature - William Trainor, Roland Young - Jimmy Smith, Helen Broderick - Mrs. Susan Smith, ZaSu Pitts - Pauline Hastings, Eve Arden - Kitty, Billy Gilbert - Styles, Tamara - Sonya, Stuart Robertson - Stillwater Jr. / Stillwater Sr., Dorothea Kent - Betty, Aubrey Mather - Remington, Mary Gordon - Gertrude, Russell Hicks - Hutchinson",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/12/no-no-nanette-1940.jpeg,https://archive.org/download/no_no_nanette/no_no_nanette.gif,https://archive.org/download/no_no_nanette/no_no_nanette.ogv,https://archive.org/download/no_no_nanette/no_no_nanette.mp4
The Town Went Wild (1944),"Comedy, Romance",1944,Ralph Murphy,"Freddie Bartholomew - David Conway, Jimmy Lydon - Bob Harrison, Edward Everett Horton - Everett Conway, Tom Tully - Henry Harrison, Jill Browning - Carol Harrison, Minna Gombell - Marian Harrison, Maude Eburne - Judge Bingle, Charles Halton - Mr. Tweedle, Ruth Lee - Lucille Conway, Roberta Smith - Millie Walker, Ferris Taylor - Mr. Walker, Jimmy Conlin - Lemuel Jones, Justice of the Peace, Monte Collins - Oscar, Public Defender, Olin Howland - Bit Part, Charles Middleton - Sam, Midvale District Attorney, Emmett Lynn - The Watchman, Dorothy Vaughan - Nurse Irma Reeves",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2017/02/The Town Went Wild.jpg,https://archive.org/download/town_went_wild/town_went_wild.gif,https://archive.org/download/town_went_wild/town_went_wild.ogv,https://archive.org/download/town_went_wild/town_went_wild_512kb.mp4
Midnight Manhunt (1945),"Comedy, Mystery",1945,William C. Thomas,"William Gargan - Pete Willis, Ann Savage - Sue Gallagher, Leo Gorcey - Clutch Tracy, George Zucco - Jelke, Paul Hurst - Murphy, Don Beddoe - Max Hurley, Charles Halton - Henry Miggs, George E. Stone - Joe Wells",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2017/04/Midnight Manhunt.jpg,https://archive.org/download/Midnight_Manhunt/Midnight_Manhunt.gif,https://archive.org/download/Midnight_Manhunt/Midnight_Manhunt.ogv,https://archive.org/download/Midnight_Manhunt/Midnight_Manhunt_512kb.mp4
Escape to Paradise (1939),"Comedy, Romance",1939,Erle C. Kenton,"Bobby Breen - Roberto Ramos, Kent Taylor - Richard Fleming, Marla Shelton - Juanita, Rudolph Anders - Alexander Komac, Joyce Compton - Penelope Carter, Pedro de Cordoba - Don Miguel, Rosina Galli - Brigida, the Dueña, Anna Demetrio - Señora Ramos, Roberto's Mother, Francisco Marán - Perez, Carlos Villarías - Gonzales",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2017/06/escape-to-paradise.jpg,https://archive.org/download/escape_to_paradise/escape_to_paradise.gif,https://archive.org/download/escape_to_paradise/escape_to_paradise.ogv,https://archive.org/download/escape_to_paradise/escape_to_paradise_512kb.mp4
Two Weeks to Live (1943),Comedy,1943,Malcolm St. Clair,"Chester Lauck - Lum Edwards, Norris Goff - Abner Peabody, Franklin Pangborn - Mr. Pinkney, Kay Linaker - Mrs. Madge Carmen, Irving Bacon - Omar Tennyson Gimpel, Herbert Rawlinson - J.J. Stark Sr., Ivan F. Simpson - Professor Albert Frisby, Rosemary La Planche - Miss LaPlanche",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2010/10/two-weeks-to-live-1943.jpg,https://www.archive.org/download/2_weeks_to_live/two_weeks_to_live.gif,https://www.archive.org/download/2_weeks_to_live/2_weeks_to_live.ogv,https://www.archive.org/download/2_weeks_to_live/2_weeks_to_live_512kb.mp4
The Lady Says No (1952),Comedy,1952,Frank Ross,"Joan Caulfield - Dorinda Hatch, David Niven - Bill Shelby, James Robertson Justice - Matthew Hatch, Lenore Lonergan - Goldie, Frances Bavier - Aunt Alice Hatch, Peggy Maley - Midge, Henry Jones - Potsy, Jeff York - Goose, George Davis - Warf Rat Bartender, Robert Williams - General Schofield, Mary Lawrence - Mary",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/07/the-lady-says-no-1952.jpg,https://archive.org/download/lady_says_no/lady_says_no.gif,https://archive.org/download/lady_says_no/lady_says_no.ogv,https://archive.org/download/lady_says_no/lady_says_no_512kb.mp4
The Joe Louis Story (1953),Drama,1953,Robert Gordon,"Coley Wallace - Joe Louis, Hilda Silmms - Marva Trotter Louis, Paul Stewart - Tad MclGeehan, James Edwards - Jack Blackburn, John Marley - Mannie Selamon, Dots Johnson - Julian Black, Evelyn Ellis - Mrs. Barrows, Carl Latimer - Arthulr Pine, John Marriott - Sam Langford, Ike Jones - Johnny Kingston, P. Jay Sidney - John Roxborough",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/12/The_Joe_Louis_Story_1953.jpg,https://archive.org/download/TheJoeLouisStory/TheJoeLouisStory.gif,https://archive.org/download/TheJoeLouisStory/TheJoeLouisStory.ogv,https://archive.org/download/TheJoeLouisStory/TheJoeLouisStory_512kb.mp4
Doll Face (1945),"Comedy, Romance",1945,Lewis Seiler,"Vivian Blaine - Doll Face Carroll, Dennis O'Keefe - Michael Francis Hannegan, Perry Como - Nicky Ricci, Carmen Miranda - Chita Chula, Martha Stewart - Frankie Porter, Michael Dunne - Frederick Manly Gerard, Reed Hadley - Flo Hartman",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2010/10/doll-face-1945.jpg,https://www.archive.org/download/dollface/dollface.gif,https://www.archive.org/download/dollface/dollface.ogv,https://www.archive.org/download/dollface/dollface_512kb.mp4
Waterfront (1944),"Drama, Romance, War",1944,Steve Sekely,"John Carradine - Victor Marlow, J. Carrol Naish - Dr. Karl Decker, Maris Wrixon - Freda Hauser, Edwin Maxwell - Max Kramer, Terry Frost - Jerry Donovan, John Bleifer - Zimmerman, Marten Lamont - Mike Gorman, Olga Fabian - Mrs. Hauser, Claire Rochelle - Maisie, Billy Nelson - Butch",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/06/Waterfront-1944.jpg,https://www.archive.org/download/waterfront/waterfront.gif,https://www.archive.org/download/waterfront/waterfront.ogv,https://www.archive.org/download/waterfront/waterfront_512kb.mp4
Baby Face Morgan (1942),"Comedy, Drama, Romance",1942,Arthur Dreifuss,"Mary Carlisle - Virginia Clark, Richard Cromwell - Edward 'Baby Face' Morgan, Robert Armstrong - 'Doc' Rogers, Chick Chandler - Oliver Harrison, Warren Hymer - Wise Willie, Charles Judels - 'Deacon' Davis, Vince Barnett - Lefty Lewis, Ralf Harolde - Joe Torelli, Hal K. Dawson - J.B. Brown, Toddy Peterson - Mabel, Kenneth Chryst - 'Mouse', Pierce Lyden - Gap",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/07/baby-face-morgan-1942.jpg,https://archive.org/download/babyface_morgan/babyface_morgan.gif,https://archive.org/download/babyface_morgan/babyface_morgan.ogv,https://archive.org/download/babyface_morgan/babyface_morgan_512kb.mp4
Ride Ranger Ride (1936),Western,1936,Joseph Kane,"Gene Autry - Texas Ranger Gene Autry, Smiley Burnette - Frog Millhouse, Kay Hughes - Dixie Summerall, Monte Blue - Chief Tavibo, George J. Lewis - Lieutenant Bob Cameron, Max Terhune - Rufe Jones, Robert Homans - Colonel Summerall, Lloyd Whitlock - Major Crosby, Chief Thundercloud - Little Wolf, The Tennessee Ramblers - Ranger Musicians",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/04/Ride-Ranger-Ride-1936.jpg,https://archive.org/download/ride_ranger_ride/ride_ranger_ride.gif,https://archive.org/download/ride_ranger_ride/ride_ranger_ride.ogv,https://archive.org/download/ride_ranger_ride/ride_ranger_ride_512kb.mp4
Return of the Scarlet Pimpernel (1937),Drama,1937,Hanns Schwarz,"Barry K. Barnes - Sir Percy Blakeney, Sophie Stewart - Marguerite Blakeney, Margaretta Scott - Theresa Cobarrus, James Mason - Jean Tallien, Francis Lister - Chauvelin, Anthony Bushell - Sir Andrew Ffoulkes, Patrick Barr - Lord Hastings, David Tree - Lord Harry Denning, John Counsell - Sir John Selton, Henry Oscar - Maximilien de Robespierre, Hugh Miller - De Calmet, Robespierre's Secretary, Allan Jeayes - Judge of the Tribunal, O.B. Clarence - De Marre, George Merritt - Chief of Police, Evelyn Roberts - Prince of Wales",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/07/return-of-the-scarlet-pimpernel-1937.jpg,https://www.archive.org/download/ReturnoftheScarletPimpernel/ReturnoftheScarletPimpernel.gif,https://www.archive.org/download/ReturnoftheScarletPimpernel/ReturnoftheScarletPimpernel.ogv,https://www.archive.org/download/ReturnoftheScarletPimpernel/ReturnoftheScarletPimpernel_512kb.mp4
King of the Zombies (1941),"Comedy, Horror",1941,Jean Yarbrough,"Dick Purcell - James McCarthy, Joan Woodbury - Barbara Winslow, Mantan Moreland - Jefferson Jackson, Henry Victor - Dr. Miklos Sangre, John Archer - Bill Summers, Patricia Stacey - Alyce Sangre, Guy Usher - Admiral Arthur Wainwright, Marguerite Whitten - Samantha, Leigh Whipper - Momba, Madame Sul-Te-Wan - Tahama, James Davis - Lazarus, Laurence Criner - Dr. Couillie",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2016/11/king-of-the-zombies-1941.jpg,http://archive.org/download/KingOfTheZombies/KingOfTheZombies.gif,http://archive.org/download/KingOfTheZombies/KingOfTheZombies.ogv,http://archive.org/download/KingOfTheZombies/KingOfTheZombies.mp4
The Girl from Calgary (1932),Comedy,1932,Phil Whitman,"Fifi D'Orsay - Fifi Follette, Paul Kelly - Larry Boyd, Robert Warwick - Bill Webster, Edwin Maxwell - Earl Darrell, Astrid Allwyn - Mazie Williams, Edward Fetherston - Monte Cooper",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2017/01/p45055_d_v8_aa.jpeg,https://archive.org/download/girl_from_calgary/girl_from_calgary.gif,https://archive.org/download/girl_from_calgary/girl_from_calgary.ogv,https://archive.org/download/girl_from_calgary/girl_from_calgary_512kb.mp4
West of Hot Dog (1924),"Comedy, Western",1924,Scott Pembroke,"Stan Laurel - Stan, Julie Leonard - Little Mustard",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/09/West-Of-Hot-Dog-1924.jpg,https://archive.org/download/westofhotdog/WestOfHotDog.gif,https://archive.org/download/westofhotdog/WestOfHotDog.ogv,https://archive.org/download/westofhotdog/WestOfHotDog_512kb.mp4
Paradise Canyon (1935),Western,1935,Carl L. Pierson,"John Wayne - John Wyatt, Marion Burns - Linda Carter, Reed Howes - Henchman Red, Earle Hodgins - Doc Carter, Gino Corrado - Rurales Captain, Yakima Canutt - Curly Joe Gale, Gordon Clifford - Mike, Texas Two, Perry Murdock - Ike, Texas Two",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/02/paradise-canyon-1935.jpg,https://archive.org/download/ParadiseCanyon/ParadiseCanyon.gif,https://archive.org/download/ParadiseCanyon/ParadiseCanyon.ogv,https://archive.org/download/ParadiseCanyon/ParadiseCanyon_512kb.mp4
Fighting Caravans (1931),"Romance, Western",1931,Otto Brower,"Gary Cooper - Clint Belmet, Lili Damita - Felice, Ernest Torrence - Bill Jackson, Tully Marshall - Jim Bridger, Fred Kohler - Lee Murdock, Eugene Pallette - Seth Higgins, Roy Stewart - Couch",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2010/10/fighting-caravans-1931.jpg,https://www.archive.org/download/FightingCaravansGaryCooper1931/FightingCaravansGaryCooper1931.gif,https://www.archive.org/download/FightingCaravansGaryCooper1931/FightingCaravansGaryCooper1931.ogv,https://www.archive.org/download/FightingCaravansGaryCooper1931/FightingCaravansGaryCooper1931_512kb.mp4
Second Chorus (1940),"Comedy, Romance",1940,H. C. Potter,"Fred Astaire - Danny O'Neill, Paulette Goddard - Ellen Miller, Artie Shaw - himself, Charles Butterworth - Mr. Chisholm, Burgess Meredith - Hank Taylor, Frank Melton - Stu, Jimmy Conlin - Mr. Dunn, Don Brodie - clerk, Marjorie Kane - secretary, Joan Barclay - receptionist, Willa Pearl Curtis - scrubwoman",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/08/Second-Chorus-1940.jpg,https://archive.org/download/second_chorus/second_chorus.gif,https://archive.org/download/second_chorus/second_chorus.ogv,https://archive.org/download/second_chorus/second_chorus_512kb.mp4
Calendar Girl (1947),Romance,1947,Allan Dwan,"Jane Frazee - Patricia O'Neill, William Marshall - Johnny Bennett, Gail Patrick - Olivia Radford, Kenny Baker - Byron Jones, Victor McLaglen - Matthew O'Neill, Irene Rich - Lulu Varden, James Ellison - Steve Adams, Janet Martin - Tessie, Franklin Pangborn - 'Dilly' Dillingsworth, Gus Schilling - Ed Gaskin, Charles Arnt - Capt. Olsen, Lou Nova - Clancy, Emory Parnell - The Mayor",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/08/calendar-girl-1947.jpg,https://archive.org/download/calendar_girl_ipod/calendar_girl.gif,https://archive.org/download/calendar_girl_ipod/calendar_girl.ogv,https://archive.org/download/calendar_girl_ipod/calendar_girl_512kb.mp4
The Ghost Walks (1934),"Horror, Mystery, Thriller",1934,Frank R Strayer,"John Miljan - Prescott Ames, June Collyer - Gloria Shaw, Richard Carle - Herman Wood, Henry Kolker - Dr. Kent, Johnny Arthur - Homer Erskine, Spencer Charters - Guard, Donald Kirke - Terry Shaw, Eve Southern - Beatrice, Douglas Gerrard - Carroway, Wilson Benge - Jarvis, Jack Shutta - Head Guard, Harry Strang - Guard",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/09/The-Ghost-Walks-1934.jpg,https://archive.org/download/the_ghost_walks/the_ghost_walks.gif,https://archive.org/download/the_ghost_walks/the_ghost_walks.ogv,https://archive.org/download/the_ghost_walks/the_ghost_walks_512kb.mp4
Chasing Trouble (1940),"Comedy, Drama, Mystery",1940,Howard Bretherton,"Frankie Darro - Frankie 'Cupid' O'Brien, Marjorie Reynolds - Susie, Mantan Moreland - Jefferson, Milburn Stone - Callahan, Cheryl Walker - Phyllis Bentley, George Cleveland - Lester, Alex Callam - Morgan, Tristram Coffin - Phillips, I. Stanford Jolley - Molotoff, Lillian Elliott - Mrs. O'Brien, Willy Castello - Kurt, Donald Kerr - Cassidy",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2016/11/chasing-trouble-1940.jpeg,https://archive.org/download/chasing_trouble/chasing_trouble.gif,https://archive.org/download/chasing_trouble/chasing_trouble.ogv,https://archive.org/download/chasing_trouble/chasing_trouble_512kb.mp4
